4;56;108;160;212;264;317;370;0;0;0;0;0;0;0;0
35;87;139;190;241;293;346;399;453;507;564;0;0;0;0;0
4;56;110;163;216;270;324;380;436;0;0;0;0;0;0;0
8;60;112;165;216;266;315;364;414;465;516;568;621;0;0;0
3;53;103;153;202;252;301;352;405;0;0;0;0;0;0;0
17;67;113;158;203;247;291;335;379;424;468;513;558;604;651;698
8;61;112;161;210;257;305;354;402;450;499;0;0;0;0;0
27;72;116;161;206;250;295;339;383;429;476;526;0;0;0;0
13;63;110;157;203;248;294;340;386;433;0;0;0;0;0;0
10;66;120;175;228;281;333;384;435;488;542;600;660;0;0;0
11;67;121;176;229;282;334;385;436;489;543;601;661;0;0;0
3;50;98;144;189;235;282;329;378;428;478;530;0;0;0;0
44;93;141;189;236;285;334;385;435;486;0;0;0;0;0;0
40;97;156;215;273;331;388;444;501;559;618;680;0;0;0;0
35;89;144;201;259;317;376;436;0;0;0;0;0;0;0;0
31;82;133;184;233;282;331;380;430;481;532;0;0;0;0;0
14;72;127;180;232;284;336;388;440;493;0;0;0;0;0;0
31;81;132;182;231;279;326;373;421;470;524;582;0;0;0;0
14;65;115;163;212;262;313;365;417;471;0;0;0;0;0;0
31;82;131;179;227;275;321;368;415;461;508;556;605;656;0;0
27;75;122;169;217;264;312;360;408;456;505;555;0;0;0;0
8;66;123;179;233;284;331;380;431;486;543;599;654;0;0;0
10;65;118;170;222;275;328;381;434;488;543;600;0;0;0;0
27;76;124;172;220;269;319;369;419;470;522;577;635;692;0;0
42;93;141;189;239;290;342;394;447;501;0;0;0;0;0;0
34;88;142;195;247;298;350;402;455;508;562;617;672;0;0;0
6;59;111;163;216;269;323;379;436;495;0;0;0;0;0;0
47;102;157;212;265;316;367;419;470;523;576;629;683;739;0;0
12;67;120;172;223;274;326;378;430;482;533;586;641;0;0;0
31;77;123;169;216;262;308;354;400;447;496;547;0;0;0;0
5;53;100;147;194;241;288;335;382;430;480;0;0;0;0;0
37;95;152;209;267;324;380;436;490;0;0;0;0;0;0;0
2;59;118;176;235;293;351;0;0;0;0;0;0;0;0;0
16;67;116;163;209;256;303;350;396;443;491;541;0;0;0;0
9;59;107;154;201;247;292;339;386;0;0;0;0;0;0;0
6;58;110;162;214;265;317;368;420;473;0;0;0;0;0;0
33;86;140;193;247;302;358;0;0;0;0;0;0;0;0;0
15;69;120;170;218;265;312;359;407;455;0;0;0;0;0;0
22;69;115;162;209;256;304;353;402;0;0;0;0;0;0;0
47;98;148;198;247;296;346;397;449;0;0;0;0;0;0;0
44;100;151;199;247;295;344;0;0;0;0;0;0;0;0;0
4;55;106;157;207;257;306;355;405;455;508;0;0;0;0;0
39;91;141;191;240;289;338;387;440;0;0;0;0;0;0;0
31;91;151;211;272;336;403;0;0;0;0;0;0;0;0;0
9;77;146;210;270;328;0;0;0;0;0;0;0;0;0;0
3;55;107;158;208;257;306;355;405;455;507;560;0;0;0;0
11;65;117;168;219;269;318;369;420;0;0;0;0;0;0;0
7;56;102;150;199;250;299;349;397;446;495;545;594;645;698;749
40;95;147;198;247;297;349;402;0;0;0;0;0;0;0;0
45;107;167;225;280;336;395;461;534;0;0;0;0;0;0;0
39;93;146;199;252;306;359;413;467;522;0;0;0;0;0;0
58;117;173;226;281;338;395;452;511;570;0;0;0;0;0;0
2;54;107;161;213;265;317;370;423;477;532;0;0;0;0;0
23;73;123;172;221;271;321;371;422;474;528;586;0;0;0;0
34;85;136;185;235;287;339;392;0;0;0;0;0;0;0;0
19;68;117;166;214;263;311;359;407;457;508;560;0;0;0;0
22;75;127;179;230;279;328;378;0;0;0;0;0;0;0;0
53;108;161;215;267;322;381;442;0;0;0;0;0;0;0;0
8;64;120;174;229;282;336;391;0;0;0;0;0;0;0;0
35;93;150;204;257;310;363;416;469;526;587;0;0;0;0;0
19;81;138;192;247;301;355;409;465;0;0;0;0;0;0;0
