StrideTimeC	GTStrideTime
0,96875	0,9765625
0,9609375	0,953125
0,9609375	0,9609375
0,9453125	0,9453125
0,96875	0,96875
0,9609375	0,953125
0,9609375	0,9609375
0,96875	0,96875
0,9609375	0,9609375
0,953125	0,953125
0,96875	0,9765625
0,9453125	0,9375
0,9765625	0,984375
0,96875	0,96875
0,953125	0,953125
0,9609375	0,953125
0,96875	0,96875
0,953125	0,9609375
0,9765625	0,96875
0,9453125	0,9453125
0,9765625	0,9765625
0,96875	0,96875
0,96875	0,9609375
0,96875	0,9765625
1	1
0,9375	0,984375
0,96875	0,9609375
0,9765625	0,9765625
0,96875	0,96875
0,96875	0,9765625
0,9765625	0,96875
0,9609375	0,96875
1,0078125	1,0078125
0,9921875	0,9921875
0,9765625	0,9765625
0,9765625	0,9765625
0,96875	0,9765625
0,9765625	0,96875
0,9765625	0,984375
0,9921875	0,984375
0,96875	0,96875
0,984375	0,984375
0,9765625	0,9765625
0,9765625	0,9765625
0,96875	0,96875
0,9765625	0,984375
0,984375	0,9765625
0,984375	0,984375
0,984375	0,9765625
0,96875	0,984375
0,984375	0,9765625
0,9921875	0,984375
0,96875	0,96875
0,96875	0,9765625
0,984375	0,984375
0,96875	0,9609375
0,984375	0,9921875
0,96875	0,96875
0,96875	0,96875
0,96875	0,96875
0,9609375	0,9609375
0,96875	0,96875
0,984375	0,9765625
0,9609375	0,96875
0,984375	0,9921875
0,96875	0,9609375
0,9765625	0,9765625
0,9765625	0,96875
0,9765625	0,9765625
0,9609375	0,96875
0,96875	0,96875
0,96875	0,9765625
0,96875	0,9609375
0,9765625	0,96875
0,9765625	0,984375
0,984375	0,9765625
0,9921875	1
0,9921875	0,984375
0,984375	0,9921875
1,0078125	1,0078125
0,9921875	0,9921875
1,0078125	1
0,9921875	0,9921875
0,9921875	0,9921875
0,984375	0,9921875
1	0,9921875
0,984375	0,9296875
0,96875	0,96875
0,9765625	0,9921875
0,9921875	0,984375
0,984375	0,9765625
0,984375	0,984375
0,984375	0,984375
0,9765625	0,9765625
0,9921875	0,9921875
1	0,9921875
0,984375	1
0,9921875	0,984375
0,984375	0,96875
0,984375	1
0,9765625	0,9765625
0,9921875	0,984375
0,9921875	0,9921875
0,9765625	0,96875
0,9765625	0,9921875
1	1
1	0,9921875
0,9921875	0,9765625
1	1,015625
1	1
0,984375	0,984375
1,015625	1,015625
1,0078125	1,0078125
1,0078125	1,015625
1,0078125	1,0078125
1	1
1,0078125	1,0078125
1,0078125	0,9921875
1,0078125	1,015625
1	1,0078125
0,9921875	0,984375
1	0,9921875
1,0078125	1,015625
1,0234375	1,0234375
1	1,0078125
1,0234375	1,0234375
1	0,984375
1,0625	0,984375
0,9765625	1,0625
1,015625	1,015625
1,015625	1,015625
1,0078125	1,0078125
1,0078125	1,0078125
1	1
1,0234375	1,0234375
1,0234375	1,0234375
1,0390625	1,03125
1	1
1,0078125	1,0078125
1,0078125	1,015625
1,03125	1,03125
1,0078125	1,0078125
1,015625	1,0078125
1,015625	1,0234375
1,0078125	1
1,015625	1,015625
0,9765625	0,9609375
0,984375	0,9921875
0,984375	0,984375
0,984375	0,984375
1,0078125	1,0078125
0,9921875	0,7578125
0,953125	0,953125
0,9296875	0,9453125
0,9921875	0,9765625
0,96875	0,984375
0,9453125	0,953125
0,9609375	0,9609375
0,96875	0,96875
0,9296875	0,9296875
0,9296875	0,9375
0,9453125	0,921875
0,90625	0,9296875
0,9296875	0,90625
0,9375	0,953125
0,953125	0,953125
0,8984375	0,890625
0,890625	0,90625
0,9296875	0,9140625
0,921875	0,90625
0,9140625	0,9453125
0,9375	0,9375
0,9375	0,9375
0,9609375	0,921875
0,90625	0,9296875
0,921875	0,921875
0,9296875	0,9375
0,9453125	0,9296875
0,90625	0,9296875
0,90625	0,9140625
0,921875	0,890625
0,890625	0,8984375
0,8984375	0,9140625
0,890625	0,890625
0,8984375	0,875
0,8671875	0,8671875
0,8984375	0,8984375
0,8984375	0,921875
0,8828125	0,8828125
0,90625	0,8828125
0,8984375	0,9296875
0,9140625	0,90625
0,90625	0,8828125
0,8671875	0,8984375
0,90625	0,9140625
0,921875	0,890625
0,90625	0,90625
0,8984375	0,890625
0,890625	0,90625
0,890625	0,875
0,90625	0,90625
0,9140625	0,9140625
0,890625	0,890625
0,90625	0,90625
0,921875	0,921875
0,90625	0,90625
0,9140625	0,90625
0,90625	0,9140625
0,9140625	0,90625
0,890625	0,8984375
0,890625	0,9140625
0,9140625	0,890625
0,8984375	0,8828125
0,890625	0,890625
0,921875	0,921875
0,8828125	0,890625
0,8984375	0,90625
0,90625	0,9140625
0,890625	0,875
0,859375	0,890625
0,9453125	0,8984375
0,875	0,8984375
0,90625	0,90625
0,8984375	0,890625
0,8984375	0,90625
0,8828125	0,8984375
0,9375	0,921875
0,890625	0,875
0,90625	0,921875
0,9140625	0,921875
0,9296875	0,9296875
0,9296875	0,9140625
0,8984375	0,9140625
0,9140625	0,90625
0,9140625	0,9375
0,8984375	0,890625
0,890625	0,875
0,9140625	0,90625
0,9140625	0,90625
0,8671875	0,9140625
0,953125	0,921875
0,9140625	0,90625
0,921875	0,9140625
0,9140625	0,921875
0,9296875	0,921875
0,9140625	0,921875
0,921875	0,921875
0,8984375	0,921875
0,9375	0,921875
0,90625	0,9296875
0,9140625	0,9140625
0,921875	0,953125
0,96875	0,9140625
0,9921875	0,984375
1,0390625	1,0234375
1	1,0078125
0,9296875	0,953125
0,90625	0,8984375
0,9375	0,9453125
0,90625	0,9140625
0,9140625	0,90625
0,8984375	0,8828125
0,90625	0,9296875
0,90625	0,8984375
0,8828125	0,890625
0,9140625	0,9140625
0,90625	0,90625
0,8984375	0,890625
0,8984375	0,9296875
0,9296875	0,8984375
0,90625	0,90625
0,90625	0,90625
0,90625	0,890625
0,9375	0,953125
0,875	0,921875
0,96875	0,90625
0,921875	0,9140625
0,90625	0,9296875
0,90625	0,875
0,890625	0,9140625
0,8984375	0,8984375
0,890625	0,90625
0,890625	0,875
0,8984375	0,890625
0,9140625	0,90625
0,90625	0,921875
0,90625	0,9140625
0,90625	0,8984375
0,90625	0,890625
0,9140625	0,9296875
0,9140625	0,8984375
0,90625	0,921875
0,8984375	0,8984375
0,90625	0,9140625
0,921875	0,8984375
0,9140625	0,9140625
0,90625	0,921875
0,8828125	0,8984375
0,90625	0,890625
0,9140625	0,890625
0,890625	0,8984375
0,8984375	0,9140625
0,8984375	0,8984375
0,8828125	0,859375
0,890625	0,9140625
0,8984375	0,8984375
0,8828125	0,8828125
0,8984375	0,8984375
0,8984375	0,875
0,890625	0,8984375
0,890625	0,9140625
0,8984375	0,890625
0,8828125	0,8828125
0,8828125	0,890625
0,90625	0,8828125
0,8984375	0,8984375
0,875	0,8984375
0,9140625	0,8828125
0,875	0,890625
0,890625	0,8984375
0,9140625	0,8984375
0,890625	0,8984375
0,859375	0,8984375
0,9453125	0,8984375
0,8984375	0,8984375
0,8671875	0,890625
0,953125	0,921875
0,9140625	0,921875
0,8671875	0,8984375
0,953125	0,921875
0,9140625	0,90625
0,9140625	0,921875
0,9296875	0,921875
0,8984375	0,8984375
0,9140625	0,9140625
0,90625	0,90625
0,90625	0,9140625
0,921875	0,9453125
0,921875	0,9140625
0,9140625	0,921875
0,921875	0,9140625
0,921875	0,9296875
0,9140625	0,890625
0,9296875	0,921875
0,921875	0,953125
0,9140625	0,9140625
0,9375	0,921875
0,90625	0,90625
0,9140625	0,890625
0,8984375	0,921875
0,921875	0,8984375
0,90625	0,90625
0,953125	1,0078125
1,1953125	1,234375
1,2109375	1,25
1,1484375	1,140625
1,25	1,171875
1,0703125	1,125
1,0859375	1,1484375
1,140625	1,09375
1,0625	1,125
1,046875	1,046875
1,0703125	1,0546875
1,09375	1,078125
1,078125	1,0859375
1,09375	1,09375
1,078125	1,0703125
1,0703125	1,0859375
1,171875	1,078125
1,0546875	1,0859375
1	1,046875
1,0703125	1,078125
1,0859375	1,0703125
1,0859375	1,0859375
1,0859375	1,1015625
1,0546875	1,0625
1,078125	1,078125
1,09375	1,0859375
1,0703125	1,0703125
1,0546875	1,0703125
1,0390625	1,0390625
1,046875	1,0546875
1,015625	1,03125
1,0234375	1,015625
1,0546875	1,0390625
1,03125	1,03125
1,015625	1,03125
1,03125	1,0390625
1	0,9921875
1,03125	1,0234375
1,0234375	1,03125
1,0390625	1,0234375
1,0625	1,0546875
1,0703125	1,0703125
1,046875	1,0703125
1,0859375	1,0625
1,0546875	1,0859375
1,09375	1,0625
1,078125	1,078125
1,09375	1,09375
1	1,0390625
1,1015625	1,0625
1,078125	1,078125
1,0546875	1,0625
1,046875	1,0546875
0,9921875	1,03125
1,0390625	1,0390625
1,0234375	1,0078125
1,03125	1,03125
1,0390625	1,03125
1,0703125	1,03125
1,0703125	1,078125
1,0546875	1,0703125
1,0390625	1,0390625
0,9921875	1,015625
1,03125	1,0234375
1,046875	1,03125
1,0234375	1,015625
1,0390625	1,03125
1,046875	1,0546875
1,03125	1,0390625
1,03125	1,015625
1,03125	1,0390625
1,03125	1,03125
1,0390625	1,03125
1,0546875	1,0625
1,0546875	1,0625
0,984375	1
1,0078125	1,015625
1,015625	1
0,9921875	1,0078125
1,046875	1,015625
1,03125	1,0234375
1,0625	1,046875
1,125	1,0625
1,0078125	1,0625
1,1484375	1,0703125
1,0546875	1,0625
1,015625	1,0859375
1,140625	1,078125
0,9921875	1,0546875
1,0859375	1,0859375
1,046875	1,0703125
1,09375	1,0703125
1,0625	1,078125
1,0703125	1,0546875
1,0703125	1,078125
1,0546875	1,0703125
1,140625	1,0625
1	1,0625
1,0703125	1,078125
1,078125	1,0625
1,1015625	1,09375
1,15625	1,1015625
1,1015625	1,0859375
1,0859375	1,1171875
1,03125	1,0703125
1,109375	1,1015625
1,1484375	1,1015625
1,03125	1,078125
1,15625	1,09375
1,03125	1,09375
1,171875	1,1171875
1,1171875	1,1171875
1,0625	1,109375
1,1171875	1,109375
1,171875	1,125
1,1484375	1,1328125
1,0703125	1,1328125
1,1640625	1,125
1,0546875	1,09375
1,1171875	1,1171875
1,125	1,1171875
1,1171875	1,140625
1,109375	1,109375
1,1171875	1,1015625
1,203125	1,140625
1,1171875	1,125
1,1171875	1,109375
1,0625	1,125
1,109375	1,1171875
1,2109375	1,125
1,15625	1,140625
1,1640625	1,1640625
1,21875	1,1875
1,09375	1,1875
1,359375	1,234375
1,1796875	1,296875
1,2421875	1,2578125
1,1328125	1,1640625
1,0703125	1,1015625
1,0390625	1,0625
1,0078125	1,015625
1,078125	1,0234375
0,921875	0,9921875
1,0234375	1
0,984375	1
1	0,9921875
0,9921875	1,0078125
1,015625	1
0,984375	0,9921875
0,9921875	0,9921875
0,9921875	0,9921875
1	0,9921875
0,9921875	1
0,984375	0,984375
1	0,9921875
0,9921875	0,9921875
0,9921875	0,9921875
1	1
1,0078125	1,015625
1,0078125	1,015625
1,0078125	1
0,9921875	0,984375
0,9765625	0,984375
1	0,9921875
0,9921875	1
1,0703125	1,0859375
1,0234375	1,03125
1,03125	1,0234375
1,03125	1,03125
1,0078125	1,0078125
1,0234375	1,0234375
0,9765625	0,984375
1,0078125	0,9921875
1	1,015625
1,0078125	1
1,0078125	1,0078125
0,9765625	0,984375
1,046875	1,0390625
1,0078125	1,0078125
1,0078125	1,0078125
1,046875	1,0546875
1,0078125	1,0078125
1,0390625	1,03125
1,046875	1,0390625
1,0390625	1,046875
0,984375	0,984375
1,03125	1,03125
1,015625	1,0078125
1,015625	1,0234375
1,03125	1,03125
1,015625	1,0234375
1,03125	1,0234375
1,03125	1,03125
1,03125	1,03125
1,0234375	1,03125
1,03125	1,03125
1,0078125	1,0078125
1,0390625	1,03125
1,015625	1,015625
1	1
1,0234375	1,0234375
1,0234375	1,015625
1,0390625	1,046875
1,0390625	1,0390625
1,0234375	1,015625
1,015625	1,0234375
1,03125	1,03125
1,015625	1,015625
1,0234375	1,0234375
1,0625	1,0546875
1,0234375	1,0234375
1,015625	1,0234375
1,0234375	1,015625
1,0234375	1,03125
1,03125	1,0234375
1,015625	1,0234375
1,015625	1,015625
1,0234375	1,03125
1,015625	1,0078125
1,0390625	1,046875
1,015625	1,0078125
1,0234375	1,03125
1,015625	1
1,0234375	1,03125
1,03125	1,03125
1,015625	1,015625
1,03125	1,0234375
0,9921875	0,9921875
1,015625	1,015625
1,015625	1,015625
1,0234375	1,015625
1,03125	1,046875
1,0234375	1,015625
1,046875	1,046875
1,03125	1,03125
1,0234375	1,0234375
1,0390625	1,0390625
1,03125	1,03125
1,0546875	1,0546875
1,046875	1,046875
1,0546875	1,0625
1,0703125	1,0703125
1,0390625	1,03125
1,0390625	1,0390625
1,0390625	1,0390625
1,0625	1,0625
1,0703125	1,0703125
1,0546875	1,0546875
1,046875	1,046875
1,0625	1,0625
1,046875	1,046875
1,03125	1,0390625
1,015625	1,015625
1,0234375	1,0234375
1,0234375	1,015625
1,0390625	1,0390625
0,9921875	0,984375
1	1,015625
0,984375	0,9765625
0,9765625	0,9765625
0,9765625	0,9765625
0,96875	0,96875
0,9921875	0,9921875
0,984375	0,984375
0,9921875	0,9921875
0,984375	0,9921875
0,984375	0,9765625
0,9921875	0,9921875
0,9921875	0,9921875
1	1
1	1
0,984375	0,984375
0,9765625	0,984375
1	0,9921875
1,0234375	1,0234375
1,0234375	1,0234375
1,0078125	1,0078125
1,0078125	0,953125
1,015625	1,0078125
1,0546875	1,0625
1,0078125	1,0078125
1,03125	1,03125
1,0234375	1,0234375
0,9921875	0,9921875
1,0234375	1,015625
1,015625	1,0234375
0,984375	0,984375
0,9921875	0,9921875
0,9921875	1
1,0078125	0,9921875
1,0078125	1,015625
1	1,0078125
1,0078125	1
1,0078125	1
1	1,0078125
1,0078125	1,0078125
1,0078125	1
1,0078125	1,0078125
1,0234375	1,0234375
1,0234375	1,03125
1,03125	1,03125
1,015625	1,015625
1,015625	1,015625
1,015625	1,0078125
1,078125	1,015625
0,96875	1,0390625
1,0390625	1,03125
1,0234375	1,03125
1,03125	1,03125
1,0078125	1,0078125
1,0078125	1,0078125
0,9921875	0,984375
0,9921875	1
1,015625	1,015625
1,09375	1,03125
0,984375	0,9921875
0,9609375	1,0078125
1	1,0078125
1	1
1,0078125	1,0078125
1,0234375	1,0078125
1,0078125	1,0234375
1,078125	1,0078125
0,953125	1,0234375
1,0703125	1
0,9375	1,015625
1,0234375	1,0078125
1,03125	1,03125
1,046875	1,0390625
1,0546875	1,0546875
1,03125	1,0390625
1,03125	1,03125
1,03125	1,03125
1,0078125	1,0078125
1,0703125	0,984375
0,9375	1,015625
0,96875	0,9921875
1,0078125	1,0078125
1	1
1,0078125	1,015625
1,015625	1,015625
1,0234375	1,0234375
1	0,9921875
1,015625	1,015625
1,0234375	1,03125
1,0390625	1,03125
1,0234375	1,0234375
1,015625	1
1,015625	1,0390625
0,96875	0,9765625
1,0078125	1,0078125
1,3515625	1
0,7421875	1,0078125
0,9921875	1,0078125
1,0078125	1,03125
1,328125	1,0078125
0,640625	1,015625
1,09375	1,0234375
0,921875	0,9921875
1,0234375	1,015625
1,015625	1,015625
1	1
0,9921875	0,9921875
0,984375	0,9921875
1,0703125	1,0234375
1	1,0078125
1,015625	1,015625
0,984375	1,015625
1	1
1	1,0078125
1,1328125	1,015625
0,9921875	1,0078125
1,03125	1,0078125
1	0,9921875
0,875	1
1,34375	1,0234375
0,8046875	0,984375
0,9765625	1,0546875
1,0234375	1,0078125
0,9140625	0,9921875
1,0859375	1,0078125
1,0078125	1,015625
1,0234375	1,015625
1,3359375	1,0390625
0,71875	1,0234375
0,9765625	0,96875
0,9765625	0,984375
1,078125	1,015625
0,8984375	1,03125
1,015625	1,015625
1,0234375	1,03125
1,1015625	1,015625
1,0078125	1,0078125
0,9296875	1
1,09375	1,03125
0,96875	1,03125
1,140625	1,0078125
0,9765625	1,015625
1,2421875	1,0546875
0,8359375	1,03125
1,015625	0,953125
1,0859375	1,046875
1,0390625	1,0546875
1,5078125	1,6015625
1,03125	1,03125
1,0390625	1,0390625
1,046875	1,0390625
1,015625	1,0234375
1,0625	1,0234375
0,984375	1,03125
0,9453125	1
1,09375	1,0234375
1,0390625	1,046875
1,0546875	1,0546875
1,0546875	1,046875
0,9765625	1,0546875
1,0234375	1,0234375
1,109375	1,0546875
1,109375	1,03125
0,96875	1,03125
1,015625	1,015625
0,96875	1,0234375
1,03125	1,0390625
1,0859375	1,015625
1,0078125	1,0234375
1,0234375	1,0234375
1,0078125	1,0078125
0,9921875	1,03125
1,1171875	1,0703125
0,9296875	0,9921875
0,9765625	0,9921875
1,0546875	1
0,9921875	0,9921875
1,0234375	1,0078125
0,9609375	1,0234375
1,0078125	1,0078125
1,046875	1
1,0078125	1,015625
1,078125	1,0078125
0,953125	1,0234375
1	0,984375
1,0703125	1
0,890625	1,015625
1,015625	1,0078125
1,1015625	1
0,9453125	1
1,015625	1,015625
1	1
0,9375	1
1,078125	1,0078125
1	1
0,9375	1
1,078125	1,015625
0,984375	0,9921875
1,0234375	1,015625
1,0234375	1,015625
0,9453125	1,015625
1,0078125	1
1	1,0078125
1,0625	1
0,9765625	1,0234375
1,0546875	1
0,9453125	0,953125
1,0625	0,9921875
1,0546875	1,015625
0,8984375	0,9921875
0,9921875	1
1	1,0078125
1,03125	1,015625
1,0703125	1,015625
0,9375	1
1,2890625	0,9921875
0,734375	0,984375
0,9609375	0,96875
0,984375	0,9765625
0,9453125	1
0,984375	0,984375
1,0390625	0,984375
0,9609375	1
1,0234375	0,9765625
1,28125	0,9921875
0,7109375	1,0078125
1,03125	1,0078125
1	1,015625
1,03125	1,0390625
1,046875	1,03125
1,0234375	1,0234375
1,0234375	1,03125
1,03125	1,015625
0,96875	1,0390625
1,0390625	0,984375
1,0078125	1,0078125
1,0078125	1
0,9921875	1
0,9296875	0,984375
1,015625	1,0078125
1,046875	0,9921875
0,9765625	0,984375
0,9296875	0,9921875
1,0546875	0,9921875
1	1
0,9453125	1
1,0546875	0,9921875
1	1
1	1
0,9921875	1,0078125
1,0078125	1
1,2265625	1,0078125
0,8359375	1
0,8984375	1,0078125
1,0390625	0,984375
0,953125	1
0,9921875	1,0078125
1,0234375	1,0078125
0,984375	1
1,0234375	1,015625
1,125	1
1	1,015625
0,8984375	1
0,984375	0,9921875
0,9921875	0,984375
0,9609375	0,96875
0,9765625	0,9765625
1,140625	0,953125
0,7734375	0,953125
0,765625	0,765625
0,8125	0,78125
0,921875	0,953125
1,171875	1
0,8984375	1,0078125
0,984375	1,0234375
